-1.000000 	0.540302 	0.561110 	-16.268310 	
-0.950000 	0.581683 	0.601772 	0.581441 	
-0.900000 	0.621610 	0.640930 	0.621351 	
-0.850000 	0.659983 	0.678486 	0.659708 	
-0.800000 	0.696707 	0.714347 	0.696416 	
-0.750000 	0.731689 	0.748421 	0.731384 	
-0.700000 	0.764842 	0.780626 	0.764524 	
-0.650000 	0.796084 	0.810879 	0.795752 	
-0.600000 	0.825336 	0.839105 	0.824992 	
-0.550000 	0.852525 	0.865234 	0.852169 	
-0.500000 	0.877583 	0.889200 	0.877217 	
-0.450000 	0.900447 	0.910944 	0.900072 	
-0.400000 	0.921061 	0.930411 	0.920677 	
-0.350000 	0.939373 	0.947552 	0.938981 	
-0.300000 	0.955336 	0.962325 	0.954938 	
-0.250000 	0.968912 	0.974693 	0.968509 	
-0.200000 	0.980067 	0.984624 	0.979658 	
-0.150000 	0.988771 	0.992094 	0.988359 	
-0.100000 	0.995004 	0.997085 	0.994590 	
-0.050000 	0.998750 	0.999583 	0.998334 	
0.000000 	1.000000 	0.999583 	0.999583 	
0.050000 	0.998750 	0.997085 	0.998334 	
0.100000 	0.995004 	0.992094 	0.994590 	
0.150000 	0.988771 	0.984624 	0.988359 	
0.200000 	0.980067 	0.974693 	0.979658 	
0.250000 	0.968912 	0.962325 	0.968509 	
0.300000 	0.955336 	0.947552 	0.954938 	
0.350000 	0.939373 	0.930411 	0.938981 	
0.400000 	0.921061 	0.910944 	0.920677 	
0.450000 	0.900447 	0.889200 	0.900072 	
0.500000 	0.877583 	0.865234 	0.877217 	
0.550000 	0.852525 	0.839105 	0.852169 	
0.600000 	0.825336 	0.810879 	0.824992 	
0.650000 	0.796084 	0.780626 	0.795752 	
0.700000 	0.764842 	0.748421 	0.764524 	
0.750000 	0.731689 	0.714347 	0.731384 	
0.800000 	0.696707 	0.678486 	0.696416 	
0.850000 	0.659983 	0.640930 	0.659708 	
0.900000 	0.621610 	0.601772 	0.621351 	
0.950000 	0.581683 	0.561110 	0.581441 	
1.000000 	0.540302 	-33.097730 	-16.268310 	
